subjID,experimentName,versionName,sequenceName,Z-Scored RT,windowWidth,windowHeight,screenWidth,screenHeight,startDate,startTime,pracTries,trialNum,scene,objSceneSemCong,object,side,objectCategory,scale,image,keyPress,accuracy,RT,ratingTrialNum,rating,ratingObject,ratingScene,experimentTime,totalTime,age,gender
493477,OSSe5,v1,jsons/s5.json,2.781697300332483,1366,657,1366,768,6-15-2023,9-11-45,1,0,k10,0,laptop,R,classroom,scaled,k10_laptop_R.png,m,1,3520,0,2,laptop,k10,374136,557303,51,Man
493477,OSSe5,v1,jsons/s5.json,1.969317705236679,1366,657,1366,768,6-15-2023,9-11-45,1,1,k0,1,pot,L,kitchen,scaled,k0_pot_L.png,c,1,3079,1,1,pot,k0,374136,557303,51,Man
493477,OSSe5,v1,jsons/s5.json,1.0095676620509328,1366,657,1366,768,6-15-2023,9-11-45,1,3,c9,0,kettle,R,kitchen,scaled,c9_kettle_R.png,m,1,2558,3,1,kettle,c9,374136,557303,51,Man
493477,OSSe5,v1,jsons/s5.json,0.5619299259777346,1366,657,1366,768,6-15-2023,9-11-45,1,4,k8,0,flashdrive,R,classroom,misscaled,k8_flashdrive_R.png,c,0,2315,4,1,flashdrive,k8,374136,557303,51,Man
493477,OSSe5,v1,jsons/s5.json,-0.16571166146635316,1366,657,1366,768,6-15-2023,9-11-45,1,5,c4,0,toaster,L,kitchen,scaled,c4_toaster_L.png,c,1,1920,5,1,toaster,c4,374136,557303,51,Man
493477,OSSe5,v1,jsons/s5.json,0.8566708221576183,1366,657,1366,768,6-15-2023,9-11-45,1,6,k6,0,clipboard,L,classroom,scaled,k6_clipboard_L.png,c,1,2475,6,1,clipboard,k6,374136,557303,51,Man
493477,OSSe5,v1,jsons/s5.json,0.12902923471353048,1366,657,1366,768,6-15-2023,9-11-45,1,7,k2,1,sponge,L,kitchen,misscaled,k2_sponge_L.png,c,1,2080,7,1,sponge,k2,374136,557303,51,Man
493477,OSSe5,v1,jsons/s5.json,0.14192414892140037,1366,657,1366,768,6-15-2023,9-11-45,1,8,c8,1,flashdrive,L,classroom,misscaled,c8_flashdrive_L.png,c,1,2087,8,1,flashdrive,c8,374136,557303,51,Man
493477,OSSe5,v1,jsons/s5.json,-0.25966032212369106,1366,657,1366,768,6-15-2023,9-11-45,1,9,c3,0,spoon,R,kitchen,misscaled,c3_spoon_R.png,m,1,1869,9,1,spoon,c3,374136,557303,51,Man
493477,OSSe5,v1,jsons/s5.json,-0.17308018387085025,1366,657,1366,768,6-15-2023,9-11-45,1,10,c1,0,saltshaker,R,kitchen,misscaled,c1_saltshaker_R.png,m,1,1916,10,1,saltshaker,c1,374136,557303,51,Man
493477,OSSe5,v1,jsons/s5.json,-0.10860561283150072,1366,657,1366,768,6-15-2023,9-11-45,1,11,k9,1,kettle,R,kitchen,scaled,k9_kettle_R.png,m,1,1951,11,1,kettle,k9,374136,557303,51,Man
493477,OSSe5,v1,jsons/s5.json,0.753511508494659,1366,657,1366,768,6-15-2023,9-11-45,1,12,c11,1,notebook,L,classroom,scaled,c11_notebook_L.png,c,1,2419,12,1,notebook,c11,374136,557303,51,Man
493477,OSSe5,v1,jsons/s5.json,-0.7330878866126291,1366,657,1366,768,6-15-2023,9-11-45,1,13,c2,0,sponge,L,kitchen,misscaled,c2_sponge_L.png,c,1,1612,13,1,sponge,c2,374136,557303,51,Man
493477,OSSe5,v1,jsons/s5.json,-0.9633542117531633,1366,657,1366,768,6-15-2023,9-11-45,1,14,c0,0,pot,R,kitchen,scaled,c0_pot_R.png,m,1,1487,14,1,pot,c0,374136,557303,51,Man
493477,OSSe5,v1,jsons/s5.json,-1.0370394357981343,1366,657,1366,768,6-15-2023,9-11-45,1,15,k5,0,binderclip,L,classroom,misscaled,k5_binderclip_L.png,c,1,1447,15,1,binderclip,k5,374136,557303,51,Man
493477,OSSe5,v1,jsons/s5.json,-0.14729035545511043,1366,657,1366,768,6-15-2023,9-11-45,1,16,k7,0,eraser,L,classroom,misscaled,k7_eraser_L.png,c,1,1930,16,1,eraser,k7,374136,557303,51,Man
493477,OSSe5,v1,jsons/s5.json,-0.4972951696687223,1366,657,1366,768,6-15-2023,9-11-45,1,17,c7,1,eraser,L,classroom,misscaled,c7_eraser_L.png,c,1,1740,17,1,eraser,c7,374136,557303,51,Man
493477,OSSe5,v1,jsons/s5.json,-0.23202836310682698,1366,657,1366,768,6-15-2023,9-11-45,1,18,c10,1,laptop,R,classroom,scaled,c10_laptop_R.png,m,1,1884,18,1,laptop,c10,374136,557303,51,Man
493477,OSSe5,v1,jsons/s5.json,-1.488361433073581,1366,657,1366,768,6-15-2023,9-11-45,1,19,k1,1,saltshaker,R,kitchen,misscaled,k1_saltshaker_R.png,m,1,1202,19,1,saltshaker,k1,374136,557303,51,Man
493477,OSSe5,v1,jsons/s5.json,-0.023867605179784167,1366,657,1366,768,6-15-2023,9-11-45,1,20,c6,1,clipboard,R,classroom,scaled,c6_clipboard_R.png,m,1,1997,20,1,clipboard,c6,374136,557303,51,Man
493477,OSSe5,v1,jsons/s5.json,-0.15097461665735898,1366,657,1366,768,6-15-2023,9-11-45,1,21,c5,1,binderclip,L,classroom,misscaled,c5_binderclip_L.png,c,1,1928,21,1,binderclip,c5,374136,557303,51,Man
493477,OSSe5,v1,jsons/s5.json,-1.1144089210453536,1366,657,1366,768,6-15-2023,9-11-45,1,22,k11,0,notebook,R,classroom,scaled,k11_notebook_R.png,m,1,1405,22,1,notebook,k11,374136,557303,51,Man
493477,OSSe5,v1,jsons/s5.json,-1.1088825292419808,1366,657,1366,768,6-15-2023,9-11-45,1,23,k3,1,spoon,R,kitchen,misscaled,k3_spoon_R.png,m,1,1408,23,1,spoon,k3,374136,557303,51,Man
193670,OSSe5,v1,jsons/s21.json,-0.01760720041070187,1818,876,1364,768,6-15-2023,9-16-21,1,0,k6,1,sponge,L,kitchen,misscaled,k6_sponge_L.png,c,1,2378,0,1,sponge,k6,241140,318554,24,Woman
193670,OSSe5,v1,jsons/s21.json,0.7051107828024005,1818,876,1364,768,6-15-2023,9-16-21,1,1,k5,1,saltshaker,R,kitchen,misscaled,k5_saltshaker_R.png,m,1,3110,1,3,saltshaker,k5,241140,318554,24,Woman
193670,OSSe5,v1,jsons/s21.json,0.41385148628892343,1818,876,1364,768,6-15-2023,9-16-21,1,2,k2,0,laptop,R,classroom,scaled,k2_laptop_R.png,m,1,2815,2,2,laptop,k2,241140,318554,24,Woman
193670,OSSe5,v1,jsons/s21.json,0.7288064543831579,1818,876,1364,768,6-15-2023,9-16-21,1,3,c3,1,notebook,R,classroom,scaled,c3_notebook_R.png,m,1,3134,3,1,notebook,c3,241140,318554,24,Woman
193670,OSSe5,v1,jsons/s21.json,1.4604103144390443,1818,876,1364,768,6-15-2023,9-16-21,1,4,k4,1,pot,L,kitchen,scaled,k4_pot_L.png,c,1,3875,4,1,pot,k4,241140,318554,24,Woman
193670,OSSe5,v1,jsons/s21.json,0.8917141965008654,1818,876,1364,768,6-15-2023,9-16-21,1,5,c4,0,pot,L,kitchen,scaled,c4_pot_L.png,c,1,3299,5,1,pot,c4,241140,318554,24,Woman
193670,OSSe5,v1,jsons/s21.json,2.175229740458561,1818,876,1364,768,6-15-2023,9-16-21,1,6,c7,0,spoon,R,kitchen,misscaled,c7_spoon_R.png,m,1,4599,6,3,spoon,c7,241140,318554,24,Woman
193670,OSSe5,v1,jsons/s21.json,2.0922948899259097,1818,876,1364,768,6-15-2023,9-16-21,1,7,c0,1,flashdrive,L,classroom,misscaled,c0_flashdrive_L.png,c,1,4515,7,3,flashdrive,c0,241140,318554,24,Woman
193670,OSSe5,v1,jsons/s21.json,1.363652988817618,1818,876,1364,768,6-15-2023,9-16-21,1,8,k3,0,notebook,L,classroom,scaled,k3_notebook_L.png,c,1,3777,8,1,notebook,k3,241140,318554,24,Woman
193670,OSSe5,v1,jsons/s21.json,-0.9269285973222692,1818,876,1364,768,6-15-2023,9-16-21,1,9,k1,1,kettle,L,kitchen,scaled,k1_kettle_L.png,c,1,1457,9,1,kettle,k1,241140,318554,24,Woman
193670,OSSe5,v1,jsons/s21.json,-0.23481752323431185,1818,876,1364,768,6-15-2023,9-16-21,1,10,c5,0,saltshaker,R,kitchen,misscaled,c5_saltshaker_R.png,m,1,2158,10,1,saltshaker,c5,241140,318554,24,Woman
193670,OSSe5,v1,jsons/s21.json,-0.6346819811595938,1818,876,1364,768,6-15-2023,9-16-21,1,11,k8,1,toaster,R,kitchen,scaled,k8_toaster_R.png,m,1,1753,11,1,toaster,k8,241140,318554,24,Woman
193670,OSSe5,v1,jsons/s21.json,-0.6099989899296382,1818,876,1364,768,6-15-2023,9-16-21,1,12,k10,0,clipboard,L,classroom,scaled,k10_clipboard_L.png,c,1,1778,12,1,clipboard,k10,241140,318554,24,Woman
193670,OSSe5,v1,jsons/s21.json,-0.8281966324024465,1818,876,1364,768,6-15-2023,9-16-21,1,13,k11,0,eraser,L,classroom,misscaled,k11_eraser_L.png,c,1,1557,13,1,eraser,k11,241140,318554,24,Woman
193670,OSSe5,v1,jsons/s21.json,-0.8114121983660766,1818,876,1364,768,6-15-2023,9-16-21,1,14,k9,0,binderclip,R,classroom,misscaled,k9_binderclip_R.png,m,1,1574,14,1,binderclip,k9,241140,318554,24,Woman
193670,OSSe5,v1,jsons/s21.json,-0.3967379457028211,1818,876,1364,768,6-15-2023,9-16-21,1,15,c2,1,laptop,L,classroom,scaled,c2_laptop_L.png,c,1,1994,15,1,laptop,c2,241140,318554,24,Woman
193670,OSSe5,v1,jsons/s21.json,-0.8667020987211773,1818,876,1364,768,6-15-2023,9-16-21,1,16,c10,1,clipboard,L,classroom,scaled,c10_clipboard_L.png,c,1,1518,16,1,clipboard,c10,241140,318554,24,Woman
193670,OSSe5,v1,jsons/s21.json,-0.9901170548709557,1818,876,1364,768,6-15-2023,9-16-21,1,17,c1,0,kettle,R,kitchen,scaled,c1_kettle_R.png,m,1,1393,17,1,kettle,c1,241140,318554,24,Woman
193670,OSSe5,v1,jsons/s21.json,-0.9239666383746745,1818,876,1364,768,6-15-2023,9-16-21,1,18,c8,0,toaster,R,kitchen,scaled,c8_toaster_R.png,m,1,1460,18,1,toaster,c8,241140,318554,24,Woman
193670,OSSe5,v1,jsons/s21.json,-0.5764301218568985,1818,876,1364,768,6-15-2023,9-16-21,1,19,k0,0,flashdrive,L,classroom,misscaled,k0_flashdrive_L.png,c,1,1812,19,2,flashdrive,k0,241140,318554,24,Woman
193670,OSSe5,v1,jsons/s21.json,-0.804500960821689,1818,876,1364,768,6-15-2023,9-16-21,1,20,c9,1,binderclip,R,classroom,misscaled,c9_binderclip_R.png,m,1,1581,20,1,binderclip,c9,241140,318554,24,Woman
193670,OSSe5,v1,jsons/s21.json,-0.8716386969671684,1818,876,1364,768,6-15-2023,9-16-21,1,21,c6,0,sponge,R,kitchen,misscaled,c6_sponge_R.png,m,1,1513,21,1,sponge,c6,241140,318554,24,Woman
193670,OSSe5,v1,jsons/s21.json,-0.5754428022077003,1818,876,1364,768,6-15-2023,9-16-21,1,22,k7,1,spoon,L,kitchen,misscaled,k7_spoon_L.png,c,1,1813,22,4,spoon,k7,241140,318554,24,Woman
193670,OSSe5,v1,jsons/s21.json,0.23810858873163898,1818,876,1364,768,6-15-2023,9-16-21,1,23,c11,1,eraser,R,classroom,misscaled,c11_eraser_R.png,m,1,2637,23,2,eraser,c11,241140,318554,24,Woman
934097,OSSe5,v1,jsons/s3.json,-0.22795243806285284,1920,969,1920,1080,6-15-2023,10-8-25,1,0,k3,0,binderclip,L,classroom,misscaled,k3_binderclip_L.png,c,1,1017,0,1,binderclip,k3,207742,278484,21,Woman
934097,OSSe5,v1,jsons/s3.json,2.675772282605554,1920,969,1920,1080,6-15-2023,10-8-25,1,1,k4,0,clipboard,R,classroom,scaled,k4_clipboard_R.png,m,1,1595,1,1,clipboard,k4,207742,278484,21,Woman
934097,OSSe5,v1,jsons/s3.json,2.3542525903516123,1920,969,1920,1080,6-15-2023,10-8-25,1,2,c6,1,flashdrive,R,classroom,misscaled,c6_flashdrive_R.png,m,1,1531,2,3,flashdrive,c6,207742,278484,21,Woman
934097,OSSe5,v1,jsons/s3.json,0.02323482151053872,1920,969,1920,1080,6-15-2023,10-8-25,1,3,c11,0,saltshaker,L,kitchen,misscaled,c11_saltshaker_L.png,c,1,1067,3,2,saltshaker,c11,207742,278484,21,Woman
934097,OSSe5,v1,jsons/s3.json,-0.6198045629973437,1920,969,1920,1080,6-15-2023,10-8-25,1,4,c5,1,eraser,L,classroom,misscaled,c5_eraser_L.png,c,1,939,4,4,eraser,c5,207742,278484,21,Woman
934097,OSSe5,v1,jsons/s3.json,-0.37364104861541997,1920,969,1920,1080,6-15-2023,10-8-25,1,5,c3,1,binderclip,L,classroom,misscaled,c3_binderclip_L.png,c,1,988,5,4,binderclip,c3,207742,278484,21,Woman
934097,OSSe5,v1,jsons/s3.json,-1.026727923506238,1920,969,1920,1080,6-15-2023,10-8-25,1,6,k7,1,kettle,R,kitchen,scaled,k7_kettle_R.png,m,1,858,6,3,kettle,k7,207742,278484,21,Woman
934097,OSSe5,v1,jsons/s3.json,0.701440422358696,1920,969,1920,1080,6-15-2023,10-8-25,1,7,c1,0,spoon,L,kitchen,misscaled,c1_spoon_L.png,c,1,1202,7,1,spoon,c1,207742,278484,21,Woman
934097,OSSe5,v1,jsons/s3.json,-0.05212135636147875,1920,969,1920,1080,6-15-2023,10-8-25,1,8,c0,0,sponge,L,kitchen,misscaled,c0_sponge_L.png,c,1,1052,8,2,sponge,c0,207742,278484,21,Woman
934097,OSSe5,v1,jsons/s3.json,-0.911181784102478,1920,969,1920,1080,6-15-2023,10-8-25,1,9,k10,1,pot,R,kitchen,scaled,k10_pot_R.png,m,1,881,9,4,pot,k10,207742,278484,21,Woman
934097,OSSe5,v1,jsons/s3.json,-0.25809490921165984,1920,969,1920,1080,6-15-2023,10-8-25,1,10,k2,1,toaster,R,kitchen,scaled,k2_toaster_R.png,m,1,1011,10,1,toaster,k2,207742,278484,21,Woman
934097,OSSe5,v1,jsons/s3.json,-1.1422740629099981,1920,969,1920,1080,6-15-2023,10-8-25,1,11,k6,0,flashdrive,L,classroom,misscaled,k6_flashdrive_L.png,c,1,835,11,3,flashdrive,k6,207742,278484,21,Woman
934097,OSSe5,v1,jsons/s3.json,-0.343498577466613,1920,969,1920,1080,6-15-2023,10-8-25,1,12,c8,1,laptop,R,classroom,scaled,c8_laptop_R.png,m,1,994,12,2,laptop,c8,207742,278484,21,Woman
934097,OSSe5,v1,jsons/s3.json,0.7416303838904386,1920,969,1920,1080,6-15-2023,10-8-25,1,13,k9,0,notebook,L,classroom,scaled,k9_notebook_L.png,c,1,1210,13,4,notebook,k9,207742,278484,21,Woman
934097,OSSe5,v1,jsons/s3.json,1.2289336674628182,1920,969,1920,1080,6-15-2023,10-8-25,1,14,c2,0,toaster,R,kitchen,scaled,c2_toaster_R.png,m,1,1307,14,2,toaster,c2,207742,278484,21,Woman
934097,OSSe5,v1,jsons/s3.json,-0.9413242552512849,1920,969,1920,1080,6-15-2023,10-8-25,1,15,k1,1,spoon,L,kitchen,misscaled,k1_spoon_L.png,c,1,875,15,4,spoon,k1,207742,278484,21,Woman
934097,OSSe5,v1,jsons/s3.json,-0.7403744475925716,1920,969,1920,1080,6-15-2023,10-8-25,1,16,k0,1,sponge,R,kitchen,misscaled,k0_sponge_R.png,m,1,915,16,3,sponge,k0,207742,278484,21,Woman
934097,OSSe5,v1,jsons/s3.json,-1.0719416302294484,1920,969,1920,1080,6-15-2023,10-8-25,1,17,k8,0,laptop,R,classroom,scaled,k8_laptop_R.png,m,1,849,17,2,laptop,k8,207742,278484,21,Woman
934097,OSSe5,v1,jsons/s3.json,-0.18273873133964236,1920,969,1920,1080,6-15-2023,10-8-25,1,18,c9,1,notebook,R,classroom,scaled,c9_notebook_R.png,m,1,1026,18,2,notebook,c9,207742,278484,21,Woman
934097,OSSe5,v1,jsons/s3.json,0.21916088397778413,1920,969,1920,1080,6-15-2023,10-8-25,1,19,k5,0,eraser,L,classroom,misscaled,k5_eraser_L.png,c,1,1106,19,3,eraser,k5,207742,278484,21,Woman
934097,OSSe5,v1,jsons/s3.json,-0.670042014912022,1920,969,1920,1080,6-15-2023,10-8-25,1,20,c10,0,pot,R,kitchen,scaled,c10_pot_R.png,m,1,929,20,3,pot,c10,207742,278484,21,Woman
934097,OSSe5,v1,jsons/s3.json,-0.30833236112633816,1920,969,1920,1080,6-15-2023,10-8-25,1,21,c7,0,kettle,R,kitchen,scaled,c7_kettle_R.png,m,1,1001,21,3,kettle,c7,207742,278484,21,Woman
934097,OSSe5,v1,jsons/s3.json,0.18399466763750932,1920,969,1920,1080,6-15-2023,10-8-25,1,22,c4,1,clipboard,L,classroom,scaled,c4_clipboard_L.png,c,1,1099,22,4,clipboard,c4,207742,278484,21,Woman
934097,OSSe5,v1,jsons/s3.json,0.7416303838904386,1920,969,1920,1080,6-15-2023,10-8-25,1,23,k11,1,saltshaker,L,kitchen,misscaled,k11_saltshaker_L.png,c,1,1210,23,3,saltshaker,k11,207742,278484,21,Woman
451493,OSSe5,v1,jsons/s11.json,-0.6845437445300048,1364,657,1364,768,6-15-2023,9-13-24,1,0,c10,0,toaster,R,kitchen,scaled,c10_toaster_R.png,m,1,1988,0,3,toaster,c10,303210,408789,30,Woman
451493,OSSe5,v1,jsons/s11.json,0.7213376450734527,1364,657,1364,768,6-15-2023,9-13-24,1,1,c8,0,sponge,R,kitchen,misscaled,c8_sponge_R.png,c,0,3112,1,2,sponge,c8,303210,408789,30,Woman
451493,OSSe5,v1,jsons/s11.json,-0.16796988874154575,1364,657,1364,768,6-15-2023,9-13-24,1,2,k6,1,pot,R,kitchen,scaled,k6_pot_R.png,m,1,2401,2,4,pot,k6,303210,408789,30,Woman
451493,OSSe5,v1,jsons/s11.json,1.0740587766287686,1364,657,1364,768,6-15-2023,9-13-24,1,3,c11,1,binderclip,L,classroom,misscaled,c11_binderclip_L.png,c,1,3394,3,4,binderclip,c11,303210,408789,30,Woman
451493,OSSe5,v1,jsons/s11.json,0.6037639345550141,1364,657,1364,768,6-15-2023,9-13-24,1,4,k7,1,saltshaker,L,kitchen,misscaled,k7_saltshaker_L.png,c,1,3018,4,3,saltshaker,k7,303210,408789,30,Woman
451493,OSSe5,v1,jsons/s11.json,2.5149621225568675,1364,657,1364,768,6-15-2023,9-13-24,1,5,k11,0,binderclip,R,classroom,misscaled,k11_binderclip_R.png,m,1,4546,5,3,binderclip,k11,303210,408789,30,Woman
451493,OSSe5,v1,jsons/s11.json,-0.16671910458709427,1364,657,1364,768,6-15-2023,9-13-24,1,6,c0,1,clipboard,L,classroom,scaled,c0_clipboard_L.png,c,1,2402,6,2,clipboard,c0,303210,408789,30,Woman
451493,OSSe5,v1,jsons/s11.json,0.5449770792957948,1364,657,1364,768,6-15-2023,9-13-24,1,7,k9,1,spoon,L,kitchen,misscaled,k9_spoon_L.png,c,1,2971,7,3,spoon,k9,303210,408789,30,Woman
451493,OSSe5,v1,jsons/s11.json,1.5856294957994217,1364,657,1364,768,6-15-2023,9-13-24,1,8,c7,0,saltshaker,L,kitchen,misscaled,c7_saltshaker_L.png,c,1,3803,8,3,saltshaker,c7,303210,408789,30,Woman
451493,OSSe5,v1,jsons/s11.json,0.434908073704065,1364,657,1364,768,6-15-2023,9-13-24,1,9,k2,0,flashdrive,L,classroom,misscaled,k2_flashdrive_L.png,c,1,2883,9,2,flashdrive,k2,303210,408789,30,Woman
451493,OSSe5,v1,jsons/s11.json,1.6331592936685777,1364,657,1364,768,6-15-2023,9-13-24,1,10,c9,0,spoon,R,kitchen,misscaled,c9_spoon_R.png,m,1,3841,10,2,spoon,c9,303210,408789,30,Woman
451493,OSSe5,v1,jsons/s11.json,-0.8471456846086964,1364,657,1364,768,6-15-2023,9-13-24,1,11,c1,1,eraser,L,classroom,misscaled,c1_eraser_L.png,c,1,1858,11,3,eraser,c1,303210,408789,30,Woman
451493,OSSe5,v1,jsons/s11.json,-0.9647193951271351,1364,657,1364,768,6-15-2023,9-13-24,1,12,c3,0,kettle,L,kitchen,scaled,c3_kettle_L.png,c,1,1764,12,3,kettle,c3,303210,408789,30,Woman
451493,OSSe5,v1,jsons/s11.json,-0.9859827257528101,1364,657,1364,768,6-15-2023,9-13-24,1,13,k3,1,kettle,L,kitchen,scaled,k3_kettle_L.png,c,1,1747,13,2,kettle,k3,303210,408789,30,Woman
451493,OSSe5,v1,jsons/s11.json,0.23478260899182907,1364,657,1364,768,6-15-2023,9-13-24,1,14,c6,0,pot,R,kitchen,scaled,c6_pot_R.png,c,0,2723,14,3,pot,c6,303210,408789,30,Woman
451493,OSSe5,v1,jsons/s11.json,-1.1786034855383372,1364,657,1364,768,6-15-2023,9-13-24,1,15,k8,1,sponge,R,kitchen,misscaled,k8_sponge_R.png,m,1,1593,15,4,sponge,k8,303210,408789,30,Woman
451493,OSSe5,v1,jsons/s11.json,-0.9659701792815866,1364,657,1364,768,6-15-2023,9-13-24,1,16,c4,1,laptop,L,classroom,scaled,c4_laptop_L.png,c,1,1763,16,3,laptop,c4,303210,408789,30,Woman
451493,OSSe5,v1,jsons/s11.json,-0.7758509878049624,1364,657,1364,768,6-15-2023,9-13-24,1,17,k1,0,eraser,R,classroom,misscaled,k1_eraser_R.png,m,1,1915,17,3,eraser,k1,303210,408789,30,Woman
451493,OSSe5,v1,jsons/s11.json,-0.8058698075117978,1364,657,1364,768,6-15-2023,9-13-24,1,18,k5,0,notebook,R,classroom,scaled,k5_notebook_R.png,m,1,1891,18,2,notebook,k5,303210,408789,30,Woman
451493,OSSe5,v1,jsons/s11.json,0.3736196501359427,1364,657,1364,768,6-15-2023,9-13-24,1,19,k4,0,laptop,L,classroom,scaled,k4_laptop_L.png,c,1,2834,19,3,laptop,k4,303210,408789,30,Woman
451493,OSSe5,v1,jsons/s11.json,0.24228731391853792,1364,657,1364,768,6-15-2023,9-13-24,1,20,c5,1,notebook,R,classroom,scaled,c5_notebook_R.png,m,1,2729,20,2,notebook,c5,303210,408789,30,Woman
451493,OSSe5,v1,jsons/s11.json,-0.7771017719594139,1364,657,1364,768,6-15-2023,9-13-24,1,21,k0,0,clipboard,R,classroom,scaled,k0_clipboard_R.png,m,1,1914,21,2,clipboard,k0,303210,408789,30,Woman
451493,OSSe5,v1,jsons/s11.json,-0.674537471294393,1364,657,1364,768,6-15-2023,9-13-24,1,22,k10,1,toaster,R,kitchen,scaled,k10_toaster_R.png,m,1,1996,22,3,toaster,k10,303210,408789,30,Woman
451493,OSSe5,v1,jsons/s11.json,-0.9684717475904895,1364,657,1364,768,6-15-2023,9-13-24,1,23,c2,1,flashdrive,L,classroom,misscaled,c2_flashdrive_L.png,c,1,1761,23,3,flashdrive,c2,303210,408789,30,Woman
833860,OSSe5,v1,jsons/s17.json,0.06304294197728083,1920,937,1920,1080,6-15-2023,9-9-35,2,0,c11,1,notebook,R,classroom,scaled,c11_notebook_R.png,m,1,1946,0,3,notebook,c11,433890,713172,35,Woman
833860,OSSe5,v1,jsons/s17.json,2.055018489921294,1920,937,1920,1080,6-15-2023,9-9-35,2,1,k5,0,binderclip,L,classroom,misscaled,k5_binderclip_L.png,c,1,3410,1,3,binderclip,k5,433890,713172,35,Woman
833860,OSSe5,v1,jsons/s17.json,0.21815579202210156,1920,937,1920,1080,6-15-2023,9-9-35,2,2,c6,1,clipboard,L,classroom,scaled,c6_clipboard_L.png,c,1,2060,2,4,clipboard,c6,433890,713172,35,Woman
833860,OSSe5,v1,jsons/s17.json,0.0031748244161219586,1920,937,1920,1080,6-15-2023,9-9-35,2,3,c1,0,saltshaker,R,kitchen,misscaled,c1_saltshaker_R.png,m,1,1902,3,2,saltshaker,c1,433890,713172,35,Woman
833860,OSSe5,v1,jsons/s17.json,-0.6812266104307625,1920,937,1920,1080,6-15-2023,9-9-35,2,4,k7,0,eraser,R,classroom,misscaled,k7_eraser_R.png,m,1,1399,4,4,eraser,k7,433890,713172,35,Woman
833860,OSSe5,v1,jsons/s17.json,-0.4621637257183402,1920,937,1920,1080,6-15-2023,9-9-35,2,5,c8,1,flashdrive,R,classroom,misscaled,c8_flashdrive_R.png,m,1,1560,5,3,flashdrive,c8,433890,713172,35,Woman
833860,OSSe5,v1,jsons/s17.json,1.0862434966589052,1920,937,1920,1080,6-15-2023,9-9-35,2,6,c9,0,kettle,R,kitchen,scaled,c9_kettle_R.png,m,1,2698,6,3,kettle,c9,433890,713172,35,Woman
833860,OSSe5,v1,jsons/s17.json,-0.6825872494662434,1920,937,1920,1080,6-15-2023,9-9-35,2,7,c2,0,sponge,L,kitchen,misscaled,c2_sponge_L.png,c,1,1398,7,2,sponge,c2,433890,713172,35,Woman
833860,OSSe5,v1,jsons/s17.json,-0.500261618711805,1920,937,1920,1080,6-15-2023,9-9-35,2,8,c10,1,laptop,L,classroom,scaled,c10_laptop_L.png,c,1,1532,8,4,laptop,c10,433890,713172,35,Woman
833860,OSSe5,v1,jsons/s17.json,-0.14241355238033257,1920,937,1920,1080,6-15-2023,9-9-35,2,9,k0,1,pot,L,kitchen,scaled,k0_pot_L.png,c,1,1795,9,4,pot,k0,433890,713172,35,Woman
833860,OSSe5,v1,jsons/s17.json,-0.5995882683019095,1920,937,1920,1080,6-15-2023,9-9-35,2,10,k8,0,flashdrive,L,classroom,misscaled,k8_flashdrive_L.png,c,1,1459,10,4,flashdrive,k8,433890,713172,35,Woman
833860,OSSe5,v1,jsons/s17.json,-0.1396922743093708,1920,937,1920,1080,6-15-2023,9-9-35,2,11,k2,1,sponge,R,kitchen,misscaled,k2_sponge_R.png,m,1,1797,11,1,sponge,k2,433890,713172,35,Woman
833860,OSSe5,v1,jsons/s17.json,-0.9451905833140539,1920,937,1920,1080,6-15-2023,9-9-35,2,12,c3,0,spoon,L,kitchen,misscaled,c3_spoon_L.png,c,1,1205,12,4,spoon,c3,433890,713172,35,Woman
833860,OSSe5,v1,jsons/s17.json,2.758468871264911,1920,937,1920,1080,6-15-2023,9-9-35,2,13,k4,1,toaster,R,kitchen,scaled,k4_toaster_R.png,m,1,3927,13,4,toaster,k4,433890,713172,35,Woman
833860,OSSe5,v1,jsons/s17.json,0.27938454861874135,1920,937,1920,1080,6-15-2023,9-9-35,2,14,c5,1,binderclip,R,classroom,misscaled,c5_binderclip_R.png,m,1,2105,14,4,binderclip,c5,433890,713172,35,Woman
833860,OSSe5,v1,jsons/s17.json,-0.885322465752895,1920,937,1920,1080,6-15-2023,9-9-35,2,15,k10,0,laptop,R,classroom,scaled,k10_laptop_R.png,m,1,1249,15,3,laptop,k10,433890,713172,35,Woman
833860,OSSe5,v1,jsons/s17.json,-1.0363533986912732,1920,937,1920,1080,6-15-2023,9-9-35,2,16,k1,1,saltshaker,R,kitchen,misscaled,k1_saltshaker_R.png,m,1,1138,16,4,saltshaker,k1,433890,713172,35,Woman
833860,OSSe5,v1,jsons/s17.json,0.16917278674478975,1920,937,1920,1080,6-15-2023,9-9-35,2,17,c4,0,toaster,L,kitchen,scaled,c4_toaster_L.png,c,1,2024,17,4,toaster,c4,433890,713172,35,Woman
833860,OSSe5,v1,jsons/s17.json,-0.28392001207034445,1920,937,1920,1080,6-15-2023,9-9-35,2,18,k11,0,notebook,L,classroom,scaled,k11_notebook_L.png,c,1,1691,18,4,notebook,k11,433890,713172,35,Woman
833860,OSSe5,v1,jsons/s17.json,-0.5233924823149799,1920,937,1920,1080,6-15-2023,9-9-35,2,19,k9,1,kettle,R,kitchen,scaled,k9_kettle_R.png,m,1,1515,19,3,kettle,k9,433890,713172,35,Woman
