misscaled_presentationSizeLarge_objSceneSemCong,misscaled_presentationSizeSmall_objSceneSemCong,scaled_presentationSizeLarge_objSceneSemCong,scaled_presentationSizeSmall_objSceneSemCong,misscaled_presentationSizeLarge_objSceneSemIncong,misscaled_presentationSizeSmall_objSceneSemIncong,scaled_presentationSizeLarge_objSceneSemIncong,scaled_presentationSizeSmall_objSceneSemIncong,age
1317.5088967971533,1608.211320754717,1379.6556776556777,1663.9198473282443,1488.379061371841,1573.922222222222,1317.2499999999998,1498.9636363636364,5
1317.5088967971533,1608.211320754717,1379.6556776556777,1663.9198473282443,1488.379061371841,1573.922222222222,1317.2499999999998,1498.9636363636364,10
1317.5088967971533,1608.211320754717,1379.6556776556777,1663.9198473282443,1488.379061371841,1573.922222222222,1317.2499999999998,1498.9636363636364,7
1317.5088967971533,1608.211320754717,1379.6556776556777,1663.9198473282443,1488.379061371841,1573.922222222222,1317.2499999999998,1498.9636363636364,6
